timestamp,cpu_pct,mem_kb,net_in_kb_s,net_out_kb_s
2013-08-12 13:40:46,100.71425785210144,195358.23188405792,38.31231884057971,9.402898550724638
2013-08-12 13:45:46,102.56849508571091,190990.4832298136,37.97012263099219,11.72591973244147
2013-08-12 13:50:46,98.73843015958332,225502.83478260878,42.90579710144927,11.600724637681159
2013-08-12 13:55:46,98.79189581018117,334100.71594202897,38.64492753623188,11.432608695652176
2013-08-12 14:00:46,102.95346763411591,236075.9826086957,42.20579710144928,13.015217391304349
2013-08-12 14:05:46,115.74038915671154,239452.90680044593,63.33405797101449,18.183333333333334
2013-08-12 14:10:46,110.74127098817029,236454.01739130428,56.98985507246375,13.425362318840579
2013-08-12 14:15:46,105.1978044656667,235990.57681159425,49.53985507246375,12.935507246376808
2013-08-12 14:20:46,105.93703613521377,352701.6086956522,42.17463768115942,10.443478260869565
2013-08-12 14:25:46,103.33064874268479,230191.01449275366,35.03840579710145,8.255797101449277
2013-08-12 14:30:46,104.23115048755798,180649.59420289856,34.688405797101446,7.205797101449276
2013-08-12 14:35:46,88.47729064643478,243273.5536231884,50.00434782608695,16.70072463768116
2013-08-12 14:40:46,43.61432613532971,236167.13913043472,35.97826086956521,7.989130434782608
2013-08-12 14:45:46,44.12882420805073,127873.29275362319,38.37463768115942,9.247826086956522
2013-08-12 14:50:46,43.61363593344927,116355.95072463769,41.16449275362319,12.494202898550725
2013-08-12 14:55:46,43.19342483881471,117537.42608695653,35.49782608695652,9.452898550724637
2013-08-12 15:00:46,44.63403972892754,112689.68695652175,39.205072463768126,10.76449275362319
2013-08-12 15:05:46,52.2619626675616,139639.2405797101,52.6963768115942,16.495652173913044
2013-08-12 15:10:46,48.272323704438406,134462.80869565217,49.89057971014492,9.906521739130437
2013-08-12 15:15:46,42.57747123683333,126345.97681159421,36.3159420289855,8.26449275362319
2013-08-12 15:20:46,42.79855627523551,122311.28115942031,37.49492753623188,7.595652173913043
2013-08-12 15:25:46,40.18526505999638,126604.27246376811,27.374637681159424,5.331884057971013
2013-08-12 15:30:46,39.42238651296377,129332.06666666667,36.47681159420289,9.332608695652175
2013-08-12 15:35:46,47.61994151237682,125901.44927536232,38.13333333333333,9.863043478260868
2013-08-12 15:40:46,37.254076996507244,114048.05507246379,30.666666666666675,7.089855072463768
2013-08-12 15:45:46,37.19547922439855,97821.64637681162,33.7,8.170289855072463
2013-08-12 15:50:47,38.71831040978262,99231.17391304347,32.560869565217395,7.913768115942027
2013-08-12 15:55:47,37.29416027143116,107439.27536231885,28.42463768115942,6.260144927536232
2013-08-12 16:00:47,44.6290508385145,98570.02898550723,33.31304347826087,8.953623188405798
2013-08-12 16:05:47,53.36764024569928,116597.19710144929,51.92391304347826,16.378260869565217
2013-08-12 16:10:47,43.984619592090574,116059.64637681158,41.98188405797101,7.6717391304347835
2013-08-12 16:15:47,38.06733773764493,101334.0463768116,34.86594202898551,8.416666666666666
2013-08-12 16:20:47,36.87958614927536,96320.93333333332,32.30579710144927,5.869565217391305
2013-08-12 16:25:47,37.36636137269927,96649.5304347826,29.060144927536232,5.418840579710144
2013-08-12 16:30:47,37.07468931706522,95221.19999999998,33.28550724637682,5.694202898550723
2013-08-12 16:35:47,49.43945585668116,114443.11014492752,55.321014492753626,5.5028985507246375
2013-08-12 16:40:47,42.12389713153624,115932.38840579709,64.3731884057971,5.028985507246376
2013-08-12 16:45:47,41.733656083586965,115446.13623188405,54.72681159420291,6.830434782608694
2013-08-12 16:50:47,37.291345036065216,135433.53043478262,33.96666666666666,5.81231884057971
2013-08-12 16:55:47,36.497298089768115,109120.38550724638,32.14492753623189,4.391304347826087
